180.8,104.0,1332,29,
409.733255168,262.03981824,1212,126,
81.85178822639482,20.806287653734,1297,230,
58.45882768129552,2.3128348317406937,950,276,
55.58730865462071,0.09308526921798412,1061,167,
57.3073306774446,-1.2878115679164606,851,62,
58.001538305216386,0.2990258137503071,815,191,
60.487497543863824,1.5799224718343887,647,330,
60.6308273932118,-0.24884729395836525,657,196,
59.66266684134562,-3.2900761082523795,705,52,
62.873478049156766,-4.335322510391338,488,54,
63.7090612117471,-2.9338203943794166,473,207,
63.89921827190189,0.2972697239087874,347,389,
65.63381933314905,-2.370776340332709,314,205,
66.16736237773259,-3.6174637258654503,213,38,
67.19121000572267,-1.5541500291213488,119,236,
66.17150786863417,-0.4514024502341879,258,345,
